day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1481,209,4,,,,,,,,,,,,,,,997.0,,,,
1482,209,4,,,,,,,,,,,,,,,997.0,,,,
1483,209,4,,,,,,,,,,,,,,,997.0,,,,
1484,209,4,,,,,,,,,,,,,,,997.0,,,,
1485,210,4,,,,,,,,,,,,,,,997.0,,,,
1486,210,4,,,,,,,,,,,,,,,997.0,,,,
1487,210,4,,,,,,,,,,,,,,,997.0,,,,
1488,210,4,,,,,,,,,,,,,,,997.0,,,,
1489,210,4,,,,,,,,,,,,,,,997.0,,,,
1490,209,6,,,,,,,,,,,,,,,998.0,,,,
1491,209,6,,,,,,,,,,,,,,,998.0,,,,
1492,209,6,,,,,,,,,,,,,,,998.0,,,,
1493,209,6,,,,,,,,,,,,,,,998.0,,,,
1494,210,6,,,,,,,,,,,,,,,998.0,,,,
1495,210,6,,,,,,,,,,,,,,,998.0,,,,
1496,210,6,,,,,,,,,,,,,,,998.0,,,,
1497,210,6,,,,,,,,,,,,,,,998.0,,,,
1498,210,6,,,,,,,,,,,,,,,998.0,,,,
1499,210,6,,,,,,,,,,,,,,,998.0,,,,
1500,210,6,,,,,,,,,,,,,,,1004.0,,,,
1501,210,6,,,,,,,,,,,,,,,1003.0,,,,
1502,210,6,,,,,,,,,,,,,,,1003.0,,,,
1503,210,6,,,,,,,,,,,,,,,1003.0,,,,
1504,210,6,,,,,,,,,,,,,,,1003.0,,,,
1505,210,6,,,,,,,,,,,,,,,1004.0,,,,
1506,210,6,,,,,,,,,,,,,,,1004.0,,,,
1507,210,6,,,,,,,,,,,,,,,1004.0,,,,
1508,210,6,,,,,,,,,,,,,,,1004.0,,,,
1509,210,6,,,,,,,,,,,,,,,1004.0,,,,
1510,211,6,,,,,,,,,,,,,,,1005.0,,,,
1511,211,6,,,,,,,,,,,,,,,1005.0,,,,
1512,211,6,,,,,,,,,,,,,,,1005.0,,,,
1513,211,6,,,,,,,,,,,,,,,1005.0,,,,
1514,211,6,,,,,,,,,,,,,,,1005.0,,,,
1515,211,6,,,,,,,,,,,,,,,1005.0,,,,
1516,211,6,,,,,,,,,,,,,,,1005.0,,,,
1517,211,6,,,,,,,,,,,,,,,1005.0,,,,
1518,211,6,,,,,,,,,,,,,,,1005.0,,,,
1519,211,6,,,,,,,,,,,,,,,1005.0,,,,
1520,213,6,,,,,,,,,,,,,,,1006.0,,,,
1521,213,6,,,,,,,,,,,,,,,1006.0,,,,
1522,213,6,,,,,,,,,,,,,,,1005.0,,,,
1523,213,6,,,,,,,,,,,,,,,1005.0,,,,
1524,213,6,,,,,,,,,,,,,,,1005.0,,,,
1525,213,6,,,,,,,,,,,,,,,1005.0,,,,
1526,213,6,,,,,,,,,,,,,,,1005.0,,,,
1527,213,6,,,,,,,,,,,,,,,1005.0,,,,
1528,213,4,,,,,,,,,,,,,,,1008.0,,,,
1529,213,4,,,,,,,,,,,,,,,1008.0,,,,
1530,212,4,,,,,,,,,,,,,,,1010.0,,,,
1531,212,4,,,,,,,,,,,,,,,1010.0,,,,
1532,212,4,,,,,,,,,,,,,,,1010.0,,,,
1533,212,4,,,,,,,,,,,,,,,1011.0,,,,
1534,212,4,,,,,,,,,,,,,,,1011.0,,,,
1535,212,4,,,,,,,,,,,,,,,1011.0,,,,
1536,212,4,,,,,,,,,,,,,,,1011.0,,,,
1537,212,4,,,,,,,,,,,,,,,1011.0,,,,
1538,212,4,,,,,,,,,,,,,,,1011.0,,,,
1539,212,4,,,,,,,,,,,,,,,1012.0,,,,
1540,212,4,,,,,,,,,,,,,,,1014.0,,,,
1541,212,4,,,,,,,,,,,,,,,1014.0,,,,
1542,212,4,,,,,,,,,,,,,,,1015.0,,,,
1543,212,4,,,,,,,,,,,,,,,1015.0,,,,
1544,214,4,,,,,,,,,,,,,,,1013.0,,,,
1545,214,6,,,,,,,,,,,,,,,1010.0,,,,
1546,214,6,,,,,,,,,,,,,,,1010.0,,,,
1547,214,6,,,,,,,,,,,,,,,1010.0,,,,
1548,215,6,,,,,,,,,,,,,,,1010.0,,,,
1549,215,6,,,,,,,,,,,,,,,1010.0,,,,
1550,215,6,,,,,,,,,,,,,,,1011.0,,,,
1551,215,6,,,,,,,,,,,,,,,1011.0,,,,
1552,215,6,,,,,,,,,,,,,,,1011.0,,,,
1553,215,6,,,,,,,,,,,,,,,1011.0,,,,
1554,215,6,,,,,,,,,,,,,,,1011.0,,,,
1555,215,6,,,,,,,,,,,,,,,1011.0,,,,
1556,215,6,,,,,,,,,,,,,,,1011.0,,,,
1557,215,6,,,,,,,,,,,,,,,1010.0,,,,
1558,215,6,,,,,,,,,,,,,,,1010.0,,,,
1559,215,6,,,,,,,,,,,,,,,1010.0,,,,
1560,214,6,,,,,,,,,,,,,,,1013.0,,,,
1561,214,6,,,,,,,,,,,,,,,1013.0,,,,
1562,214,6,,,,,,,,,,,,,,,1013.0,,,,
1563,214,6,,,,,,,,,,,,,,,1013.0,,,,
1564,214,6,,,,,,,,,,,,,,,1013.0,,,,
1565,214,6,,,,,,,,,,,,,,,1013.0,,,,
1566,214,6,,,,,,,,,,,,,,,1013.0,,,,
1567,214,6,,,,,,,,,,,,,,,1013.0,,,,
1568,214,6,,,,,,,,,,,,,,,1013.0,,,,
1569,214,6,,,,,,,,,,,,,,,1013.0,,,,
1570,214,6,,,,,,,,,,,,,,,1016.0,,,,
1571,214,6,,,,,,,,,,,,,,,1016.0,,,,
1572,214,6,,,,,,,,,,,,,,,1016.0,,,,
1573,214,6,,,,,,,,,,,,,,,1016.0,,,,
1574,214,6,,,,,,,,,,,,,,,1016.0,,,,
1575,216,6,,,,,,,,,,,,,,,1014.0,,,,
1576,216,6,,,,,,,,,,,,,,,1014.0,,,,
1577,216,6,,,,,,,,,,,,,,,1014.0,,,,
1578,216,6,,,,,,,,,,,,,,,1014.0,,,,
1579,216,6,,,,,,,,,,,,,,,1014.0,,,,
1580,215,8,,,,,,,,,,,,,,,1016.0,,,,
1581,215,8,,,,,,,,,,,,,,,1016.0,,,,
1582,215,8,,,,,,,,,,,,,,,1016.0,,,,
1583,215,8,,,,,,,,,,,,,,,1016.0,,,,
1584,215,8,,,,,,,,,,,,,,,1016.0,,,,
1585,216,8,,,,,,,,,,,,,,,1017.0,,,,
1586,216,8,,,,,,,,,,,,,,,1017.0,,,,
1587,216,8,,,,,,,,,,,,,,,1017.0,,,,
1588,216,8,,,,,,,,,,,,,,,1017.0,,,,
1589,216,8,,,,,,,,,,,,,,,1017.0,,,,
1590,216,8,,,,,,,,,,,,,,,1017.0,,,,
1591,216,8,,,,,,,,,,,,,,,1016.0,,,,
1592,217,10,,,,,,,,,,,,,,,1012.0,,,,
1593,217,10,,,,,,,,,,,,,,,1012.0,,,,
1594,217,10,,,,,,,,,,,,,,,1012.0,,,,
1595,218,10,,,,,,,,,,,,,,,1012.0,,,,
1596,219,10,,,,,,,,,,,,,,,1014.0,,,,
1597,219,10,,,,,,,,,,,,,,,1014.0,,,,
1598,219,10,,,,,,,,,,,,,,,1014.0,,,,
1599,219,10,,,,,,,,,,,,,,,1014.0,,,,
1600,219,10,,,,,,,,,,,,,,,1014.0,,,,
1601,219,10,,,,,,,,,,,,,,,1014.0,,,,
1602,218,10,,,,,,,,,,,,,,,1016.0,,,,
1603,219,10,,,,,,,,,,,,,,,1016.0,,,,
1604,219,10,,,,,,,,,,,,,,,1016.0,,,,
1605,219,10,,,,,,,,,,,,,,,1016.0,,,,
1606,219,10,,,,,,,,,,,,,,,1016.0,,,,
1607,219,10,,,,,,,,,,,,,,,1016.0,,,,
1608,219,10,,,,,,,,,,,,,,,1017.0,,,,
1609,219,10,,,,,,,,,,,,,,,1017.0,,,,
1610,218,10,,,,,,,,,,,,,,,1020.0,,,,
1611,218,10,,,,,,,,,,,,,,,1020.0,,,,
1612,218,10,,,,,,,,,,,,,,,1019.0,,,,
1613,218,10,,,,,,,,,,,,,,,1019.0,,,,
1614,218,10,,,,,,,,,,,,,,,1019.0,,,,
1615,218,10,,,,,,,,,,,,,,,1019.0,,,,
1616,218,10,,,,,,,,,,,,,,,1019.0,,,,
1617,218,10,,,,,,,,,,,,,,,1019.0,,,,
1618,218,10,,,,,,,,,,,,,,,1019.0,,,,
1619,218,10,,,,,,,,,,,,,,,1019.0,,,,
1620,219,10,,,,,,,,,,,,,,,1019.0,,,,
1621,219,10,,,,,,,,,,,,,,,1019.0,,,,
1622,219,10,,,,,,,,,,,,,,,1019.0,,,,
1623,219,10,,,,,,,,,,,,,,,1018.0,,,,
1624,218,10,,,,,,,,,,,,,,,1019.0,,,,
1625,219,10,,,,,,,,,,,,,,,1019.0,,,,
1626,219,10,,,,,,,,,,,,,,,1019.0,,,,
1627,219,10,,,,,,,,,,,,,,,1019.0,,,,
1628,219,10,,,,,,,,,,,,,,,1019.0,,,,
1629,219,10,,,,,,,,,,,,,,,1019.0,,,,
1630,221,10,,,,,,,,,,,,,,,1019.0,,,,
1631,221,10,,,,,,,,,,,,,,,1019.0,,,,
1632,221,10,,,,,,,,,,,,,,,1019.0,,,,
1633,221,10,,,,,,,,,,,,,,,1019.0,,,,
1634,221,10,,,,,,,,,,,,,,,1019.0,,,,
1635,221,10,,,,,,,,,,,,,,,1019.0,,,,
1636,222,10,,,,,,,,,,,,,,,1017.0,,,,
1637,222,10,,,,,,,,,,,,,,,1016.0,,,,
1638,222,10,,,,,,,,,,,,,,,1016.0,,,,
1639,222,10,,,,,,,,,,,,,,,1016.0,,,,
1640,221,10,,,,,,,,,,,,,,,1019.0,,,,
1641,221,10,,,,,,,,,,,,,,,1019.0,,,,
1642,221,10,,,,,,,,,,,,,,,1019.0,,,,
1643,221,10,,,,,,,,,,,,,,,1019.0,,,,
1644,221,10,,,,,,,,,,,,,,,1019.0,,,,
1645,221,10,,,,,,,,,,,,,,,1019.0,,,,
1646,221,10,,,,,,,,,,,,,,,1019.0,,,,
1647,221,10,,,,,,,,,,,,,,,1019.0,,,,
1648,221,10,,,,,,,,,,,,,,,1019.0,,,,
1649,221,10,,,,,,,,,,,,,,,1019.0,,,,
1650,221,10,,,,,,,,,,,,,,,1019.0,,,,
1651,221,10,,,,,,,,,,,,,,,1019.0,,,,
1652,221,10,,,,,,,,,,,,,,,1019.0,,,,
1653,221,10,,,,,,,,,,,,,,,1019.0,,,,
1654,221,10,,,,,,,,,,,,,,,1019.0,,,,
1655,222,10,,,,,,,,,,,,,,,1019.0,,,,
1656,222,10,,,,,,,,,,,,,,,1019.0,,,,
1657,222,10,,,,,,,,,,,,,,,1019.0,,,,
1658,222,10,,,,,,,,,,,,,,,1019.0,,,,
1659,222,10,,,,,,,,,,,,,,,1020.0,,,,
1660,222,10,,,,,,,,,,,,,,,1022.0,,,,
1661,223,10,,,,,,,,,,,,,,,1020.0,,,,
1662,223,10,,,,,,,,,,,,,,,1020.0,,,,
1663,223,10,,,,,,,,,,,,,,,1020.0,,,,
1664,224,10,,,,,,,,,,,,,,,1020.0,,,,
1665,224,10,,,,,,,,,,,,,,,1020.0,,,,
1666,224,10,,,,,,,,,,,,,,,1020.0,,,,
1667,224,10,,,,,,,,,,,,,,,1020.0,,,,
1668,224,10,,,,,,,,,,,,,,,1023.0,,,,
1669,224,10,,,,,,,,,,,,,,,1023.0,,,,
1670,224,10,,,,,,,,,,,,,,,1024.0,,,,
1671,224,10,,,,,,,,,,,,,,,1024.0,,,,
1672,224,10,,,,,,,,,,,,,,,1024.0,,,,
1673,224,10,,,,,,,,,,,,,,,1024.0,,,,
1674,225,10,,,,,,,,,,,,,,,1023.0,,,,
1675,225,10,,,,,,,,,,,,,,,1023.0,,,,
1676,225,10,,,,,,,,,,,,,,,1023.0,,,,
1677,225,10,,,,,,,,,,,,,,,1023.0,,,,
1678,225,10,,,,,,,,,,,,,,,1023.0,,,,
1679,225,10,,,,,,,,,,,,,,,1023.0,,,,
1680,224,10,,,,,,,,,,,,,,,1025.0,,,,
1681,224,10,,,,,,,,,,,,,,,1025.0,,,,
1682,224,10,,,,,,,,,,,,,,,1025.0,,,,
1683,223,10,,,,,,,,,,,,,,,1026.0,,,,
1684,223,10,,,,,,,,,,,,,,,1026.0,,,,
1685,223,10,,,,,,,,,,,,,,,1025.0,,,,
1686,223,10,,,,,,,,,,,,,,,1025.0,,,,
1687,223,10,,,,,,,,,,,,,,,1025.0,,,,
1688,224,10,,,,,,,,,,,,,,,1025.0,,,,
1689,224,10,,,,,,,,,,,,,,,1025.0,,,,
1690,224,10,,,,,,,,,,,,,,,1025.0,,,,
1691,224,10,,,,,,,,,,,,,,,1025.0,,,,
1692,224,10,,,,,,,,,,,,,,,1026.0,,,,
1693,224,10,,,,,,,,,,,,,,,1026.0,,,,
1694,224,10,,,,,,,,,,,,,,,1027.0,,,,
1695,225,10,,,,,,,,,,,,,,,1027.0,,,,
1696,225,10,,,,,,,,,,,,,,,1027.0,,,,
1697,225,10,,,,,,,,,,,,,,,1027.0,,,,
1698,225,10,,,,,,,,,,,,,,,1027.0,,,,
1699,225,10,,,,,,,,,,,,,,,1027.0,,,,
1700,226,10,,,,,,,,,,,,,,,1028.0,,,,
1701,227,10,,,,,,,,,,,,,,,1028.0,,,,
1702,227,10,,,,,,,,,,,,,,,1028.0,,,,
1703,227,10,,,,,,,,,,,,,,,1028.0,,,,
1704,227,10,,,,,,,,,,,,,,,1029.0,,,,
1705,227,10,,,,,,,,,,,,,,,1029.0,,,,
1706,230,10,,,,,,,,,,,,,,,1025.0,,,,
1707,230,10,,,,,,,,,,,,,,,1025.0,,,,
1708,230,10,,,,,,,,,,,,,,,1025.0,,,,
1709,230,10,,,,,,,,,,,,,,,1025.0,,,,
1710,229,12,,,,,,,,,,,,,,,1027.0,,,,
1711,229,12,,,,,,,,,,,,,,,1027.0,,,,
1712,229,12,,,,,,,,,,,,,,,1027.0,,,,
1713,229,12,,,,,,,,,,,,,,,1025.0,,,,
1714,229,12,,,,,,,,,,,,,,,1025.0,,,,
1715,230,10,,,,,,,,,,,,,,,1025.0,,,,
1716,230,10,,,,,,,,,,,,,,,1025.0,,,,
1717,230,10,,,,,,,,,,,,,,,1025.0,,,,
1718,230,10,,,,,,,,,,,,,,,1025.0,,,,
1719,230,10,,,,,,,,,,,,,,,1026.0,,,,
1720,231,10,,,,,,,,,,,,,,,1032.0,,,,
1721,231,10,,,,,,,,,,,,,,,1032.0,,,,
1722,231,10,,,,,,,,,,,,,,,1032.0,,,,
1723,231,10,,,,,,,,,,,,,,,1032.0,,,,
1724,231,10,,,,,,,,,,,,,,,1032.0,,,,
1725,231,10,,,,,,,,,,,,,,,1032.0,,,,
1726,231,10,,,,,,,,,,,,,,,1032.0,,,,
1727,231,10,,,,,,,,,,,,,,,1032.0,,,,
1728,230,10,,,,,,,,,,,,,,,1041.0,,,,
1729,230,10,,,,,,,,,,,,,,,1041.0,,,,
1730,230,10,,,,,,,,,,,,,,,1041.0,,,,
1731,230,10,,,,,,,,,,,,,,,1041.0,,,,
1732,230,10,,,,,,,,,,,,,,,1041.0,,,,
1733,230,10,,,,,,,,,,,,,,,1041.0,,,,
1734,231,10,,,,,,,,,,,,,,,1040.0,,,,
1735,231,10,,,,,,,,,,,,,,,1040.0,,,,
1736,231,10,,,,,,,,,,,,,,,1040.0,,,,
1737,231,10,,,,,,,,,,,,,,,1043.0,,,,
1738,231,10,,,,,,,,,,,,,,,1043.0,,,,
1739,231,10,,,,,,,,,,,,,,,1043.0,,,,
1740,231,10,,,,,,,,,,,,,,,1043.0,,,,
1741,231,10,,,,,,,,,,,,,,,1043.0,,,,
1742,231,10,,,,,,,,,,,,,,,1043.0,,,,
1743,231,10,,,,,,,,,,,,,,,1043.0,,,,
1744,231,10,,,,,,,,,,,,,,,1043.0,,,,
1745,231,10,,,,,,,,,,,,,,,1044.0,,,,
1746,232,10,,,,,,,,,,,,,,,1044.0,,,,
1747,232,10,,,,,,,,,,,,,,,1044.0,,,,
1748,232,10,,,,,,,,,,,,,,,1044.0,,,,
1749,232,10,,,,,,,,,,,,,,,1044.0,,,,
1750,230,10,,,,,,,,,,,,,,,1048.0,,,,
1751,230,10,,,,,,,,,,,,,,,1048.0,,,,
1752,230,10,,,,,,,,,,,,,,,1049.0,,,,
1753,230,10,,,,,,,,,,,,,,,1049.0,,,,
1754,230,10,,,,,,,,,,,,,,,1049.0,,,,
1755,230,10,,,,,,,,,,,,,,,1051.0,,,,
1756,230,10,,,,,,,,,,,,,,,1051.0,,,,
1757,231,10,,,,,,,,,,,,,,,1051.0,,,,
1758,231,10,,,,,,,,,,,,,,,1053.0,,,,
1759,231,10,,,,,,,,,,,,,,,1053.0,,,,
1760,231,10,,,,,,,,,,,,,,,1054.0,,,,
1761,231,10,,,,,,,,,,,,,,,1054.0,,,,
1762,231,10,,,,,,,,,,,,,,,1054.0,,,,
1763,231,10,,,,,,,,,,,,,,,1054.0,,,,
1764,228,10,,,,,,,,,,,,,,,1065.0,,,,
1765,229,10,,,,,,,,,,,,,,,1066.0,,,,
1766,229,10,,,,,,,,,,,,,,,1066.0,,,,
1767,229,10,,,,,,,,,,,,,,,1066.0,,,,
1768,229,10,,,,,,,,,,,,,,,1066.0,,,,
1769,229,10,,,,,,,,,,,,,,,1066.0,,,,
1770,231,10,,,,,,,,,,,,,,,1068.0,,,,
1771,231,10,,,,,,,,,,,,,,,1071.0,,,,
1772,231,10,,,,,,,,,,,,,,,1071.0,,,,
1773,231,10,,,,,,,,,,,,,,,1072.0,,,,
1774,231,10,,,,,,,,,,,,,,,1071.0,,,,
1775,231,10,,,,,,,,,,,,,,,1071.0,,,,
1776,228,10,,,,,,,,,,,,,,,1075.0,,,,
1777,228,10,,,,,,,,,,,,,,,1075.0,,,,
1778,228,10,,,,,,,,,,,,,,,1074.0,,,,
1779,228,10,,,,,,,,,,,,,,,1074.0,,,,
1780,227,10,,,,,,,,,,,,,,,1075.0,,,,
1781,227,10,,,,,,,,,,,,,,,1075.0,,,,
1782,228,10,,,,,,,,,,,,,,,1076.0,,,,
1783,228,10,,,,,,,,,,,,,,,1076.0,,,,
1784,229,10,,,,,,,,,,,,,,,1076.0,,,,
1785,229,10,,,,,,,,,,,,,,,1076.0,,,,
1786,229,10,,,,,,,,,,,,,,,1076.0,,,,
1787,229,10,,,,,,,,,,,,,,,1075.0,,,,
1788,229,10,,,,,,,,,,,,,,,1075.0,,,,
1789,229,10,,,,,,,,,,,,,,,1075.0,,,,
1790,229,10,,,,,,,,,,,,,,,1075.0,,,,
1791,229,10,,,,,,,,,,,,,,,1078.0,,,,
1792,228,12,,,,,,,,,,,,,,,1078.0,,,,
1793,228,12,,,,,,,,,,,,,,,1078.0,,,,
1794,228,12,,,,,,,,,,,,,,,1078.0,,,,
1795,228,12,,,,,,,,,,,,,,,1078.0,,,,
1796,228,12,,,,,,,,,,,,,,,1078.0,,,,
1797,228,12,,,,,,,,,,,,,,,1078.0,,,,
1798,228,12,,,,,,,,,,,,,,,1078.0,,,,
1799,228,12,,,,,,,,,,,,,,,1078.0,,,,
1800,224,12,,,,,,,,,,,,,,,1087.0,,,,
1801,224,12,,,,,,,,,,,,,,,1087.0,,,,
1802,224,12,,,,,,,,,,,,,,,1087.0,,,,
1803,224,12,,,,,,,,,,,,,,,1087.0,,,,
1804,225,12,,,,,,,,,,,,,,,1085.0,,,,
1805,225,12,,,,,,,,,,,,,,,1085.0,,,,
1806,228,12,,,,,,,,,,,,,,,1085.0,,,,
1807,228,12,,,,,,,,,,,,,,,1085.0,,,,
1808,229,12,,,,,,,,,,,,,,,1085.0,,,,
1809,229,12,,,,,,,,,,,,,,,1088.0,,,,
1810,229,12,,,,,,,,,,,,,,,1088.0,,,,
1811,229,12,,,,,,,,,,,,,,,1088.0,,,,
1812,230,12,,,,,,,,,,,,,,,1087.0,,,,
1813,230,12,,,,,,,,,,,,,,,1087.0,,,,
1814,229,12,,,,,,,,,,,,,,,1087.0,,,,
1815,229,12,,,,,,,,,,,,,,,1087.0,,,,
1816,230,12,,,,,,,,,,,,,,,1086.0,,,,
1817,230,12,,,,,,,,,,,,,,,1086.0,,,,
1818,229,12,,,,,,,,,,,,,,,1086.0,,,,
1819,229,12,,,,,,,,,,,,,,,1086.0,,,,
1820,232,12,,,,,,,,,,,,,,,1087.0,,,,
1821,232,12,,,,,,,,,,,,,,,1087.0,,,,
1822,232,12,,,,,,,,,,,,,,,1087.0,,,,
1823,232,12,,,,,,,,,,,,,,,1087.0,,,,
1824,232,12,,,,,,,,,,,,,,,1087.0,,,,
1825,232,12,,,,,,,,,,,,,,,1087.0,,,,
1826,232,12,,,,,,,,,,,,,,,1087.0,,,,
1827,233,12,,,,,,,,,,,,,,,1086.0,,,,
1828,233,12,,,,,,,,,,,,,,,1086.0,,,,
1829,233,12,,,,,,,,,,,,,,,1086.0,,,,
1830,232,12,,,,,,,,,,,,,,,1089.0,,,,
1831,232,12,,,,,,,,,,,,,,,1089.0,,,,
1832,233,12,,,,,,,,,,,,,,,1089.0,,,,
1833,234,12,,,,,,,,,,,,,,,1087.0,,,,
1834,234,12,,,,,,,,,,,,,,,1087.0,,,,
1835,234,12,,,,,,,,,,,,,,,1087.0,,,,
1836,234,12,,,,,,,,,,,,,,,1087.0,,,,
1837,234,12,,,,,,,,,,,,,,,1087.0,,,,
1838,234,12,,,,,,,,,,,,,,,1087.0,,,,
1839,234,14,,,,,,,,,,,,,,,1084.0,,,,
1840,234,14,,,,,,,,,,,,,,,1086.0,,,,
1841,234,14,,,,,,,,,,,,,,,1086.0,,,,
1842,234,12,,,,,,,,,,,,,,,1090.0,,,,
1843,234,12,,,,,,,,,,,,,,,1090.0,,,,
1844,234,12,,,,,,,,,,,,,,,1090.0,,,,
1845,234,12,,,,,,,,,,,,,,,1091.0,,,,
1846,234,12,,,,,,,,,,,,,,,1091.0,,,,
1847,234,12,,,,,,,,,,,,,,,1091.0,,,,
1848,231,12,,,,,,,,,,,,,,,1097.0,,,,
1849,231,12,,,,,,,,,,,,,,,1097.0,,,,
1850,231,12,,,,,,,,,,,,,,,1097.0,,,,
1851,231,12,,,,,,,,,,,,,,,1097.0,,,,
1852,231,12,,,,,,,,,,,,,,,1097.0,,,,
1853,231,12,,,,,,,,,,,,,,,1097.0,,,,
1854,232,12,,,,,,,,,,,,,,,1097.0,,,,
1855,233,12,,,,,,,,,,,,,,,1095.0,,,,
1856,233,12,,,,,,,,,,,,,,,1095.0,,,,
1857,232,12,,,,,,,,,,,,,,,1095.0,,,,
1858,232,12,,,,,,,,,,,,,,,1095.0,,,,
1859,232,12,,,,,,,,,,,,,,,1095.0,,,,
1860,231,12,,,,,,,,,,,,,,,1099.0,,,,
1861,231,12,,,,,,,,,,,,,,,1099.0,,,,
1862,231,12,,,,,,,,,,,,,,,1099.0,,,,
1863,233,12,,,,,,,,,,,,,,,1096.0,,,,
1864,233,12,,,,,,,,,,,,,,,1096.0,,,,
1865,233,12,,,,,,,,,,,,,,,1096.0,,,,
1866,233,12,,,,,,,,,,,,,,,1097.0,,,,
1867,233,12,,,,,,,,,,,,,,,1097.0,,,,
1868,233,12,,,,,,,,,,,,,,,1097.0,,,,
1869,233,12,,,,,,,,,,,,,,,1098.0,,,,
1870,233,12,,,,,,,,,,,,,,,1099.0,,,,
1871,233,12,,,,,,,,,,,,,,,1099.0,,,,
1872,234,12,,,,,,,,,,,,,,,1100.0,,,,
1873,234,12,,,,,,,,,,,,,,,1100.0,,,,
1874,234,12,,,,,,,,,,,,,,,1100.0,,,,
1875,234,12,,,,,,,,,,,,,,,1100.0,,,,
1876,234,12,,,,,,,,,,,,,,,1100.0,,,,
1877,234,12,,,,,,,,,,,,,,,1100.0,,,,
1878,234,12,,,,,,,,,,,,,,,1100.0,,,,
1879,234,12,,,,,,,,,,,,,,,1100.0,,,,
1880,234,12,,,,,,,,,,,,,,,1099.0,,,,
1881,235,12,,,,,,,,,,,,,,,1099.0,,,,
1882,235,12,,,,,,,,,,,,,,,1099.0,,,,
1883,235,12,,,,,,,,,,,,,,,1099.0,,,,
1884,235,12,,,,,,,,,,,,,,,1099.0,,,,
1885,235,12,,,,,,,,,,,,,,,1099.0,,,,
1886,235,12,,,,,,,,,,,,,,,1099.0,,,,
1887,235,12,,,,,,,,,,,,,,,1099.0,,,,
1888,234,12,,,,,,,,,,,,,,,1101.0,,,,
1889,234,12,,,,,,,,,,,,,,,1101.0,,,,
1890,232,12,,,,,,,,,,,,,,,1103.0,,,,
1891,232,12,,,,,,,,,,,,,,,1103.0,,,,
1892,232,12,,,,,,,,,,,,,,,1103.0,,,,
1893,232,12,,,,,,,,,,,,,,,1103.0,,,,
1894,232,12,,,,,,,,,,,,,,,1103.0,,,,
1895,232,12,,,,,,,,,,,,,,,1103.0,,,,
1896,232,12,,,,,,,,,,,,,,,1104.0,,,,
1897,232,12,,,,,,,,,,,,,,,1104.0,,,,
1898,232,12,,,,,,,,,,,,,,,1104.0,,,,
1899,231,12,,,,,,,,,,,,,,,1107.0,,,,
1900,231,12,,,,,,,,,,,,,,,1106.0,,,,
1901,231,12,,,,,,,,,,,,,,,1106.0,,,,
1902,230,12,,,,,,,,,,,,,,,1108.0,,,,
1903,230,12,,,,,,,,,,,,,,,1108.0,,,,
1904,230,12,,,,,,,,,,,,,,,1108.0,,,,
1905,230,12,,,,,,,,,,,,,,,1108.0,,,,
1906,230,12,,,,,,,,,,,,,,,1108.0,,,,
1907,230,12,,,,,,,,,,,,,,,1108.0,,,,
1908,231,12,,,,,,,,,,,,,,,1108.0,,,,
1909,231,12,,,,,,,,,,,,,,,1108.0,,,,
1910,231,12,,,,,,,,,,,,,,,1109.0,,,,
1911,231,12,,,,,,,,,,,,,,,1109.0,,,,
1912,231,12,,,,,,,,,,,,,,,1108.0,,,,
1913,231,12,,,,,,,,,,,,,,,1108.0,,,,
1914,231,12,,,,,,,,,,,,,,,1108.0,,,,
1915,231,12,,,,,,,,,,,,,,,1108.0,,,,
1916,231,12,,,,,,,,,,,,,,,1107.0,,,,
1917,231,12,,,,,,,,,,,,,,,1109.0,,,,
1918,231,12,,,,,,,,,,,,,,,1109.0,,,,
1919,231,12,,,,,,,,,,,,,,,1109.0,,,,
1920,230,12,,,,,,,,,,,,,,,1114.0,,,,
1921,230,12,,,,,,,,,,,,,,,1114.0,,,,
1922,230,12,,,,,,,,,,,,,,,1114.0,,,,
1923,230,12,,,,,,,,,,,,,,,1114.0,,,,
1924,230,12,,,,,,,,,,,,,,,1114.0,,,,
1925,231,12,,,,,,,,,,,,,,,1114.0,,,,
1926,227,12,,,,,,,,,,,,,,,1120.0,,,,
1927,227,12,,,,,,,,,,,,,,,1120.0,,,,
1928,227,12,,,,,,,,,,,,,,,1120.0,,,,
1929,227,12,,,,,,,,,,,,,,,1120.0,,,,
1930,228,12,,,,,,,,,,,,,,,1119.0,,,,
1931,228,12,,,,,,,,,,,,,,,1119.0,,,,
1932,228,12,,,,,,,,,,,,,,,1120.0,,,,
1933,228,12,,,,,,,,,,,,,,,1119.0,,,,
1934,228,12,,,,,,,,,,,,,,,1119.0,,,,
1935,228,12,,,,,,,,,,,,,,,1121.0,,,,
1936,228,12,,,,,,,,,,,,,,,1122.0,,,,
1937,228,12,,,,,,,,,,,,,,,1122.0,,,,
1938,229,12,,,,,,,,,,,,,,,1123.0,,,,
1939,230,12,,,,,,,,,,,,,,,1123.0,,,,
1940,230,12,,,,,,,,,,,,,,,1123.0,,,,
1941,230,12,,,,,,,,,,,,,,,1123.0,,,,
1942,230,12,,,,,,,,,,,,,,,1123.0,,,,
1943,230,12,,,,,,,,,,,,,,,1123.0,,,,
1944,230,12,,,,,,,,,,,,,,,1123.0,,,,
1945,230,12,,,,,,,,,,,,,,,1123.0,,,,
