day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1424,219,8,,,,,,,,,,,,,,,1078.0,,,,,
1425,219,8,,,,,,,,,,,,,,,1078.0,,,,,
1426,219,8,,,,,,,,,,,,,,,1078.0,,,,,
1427,220,8,,,,,,,,,,,,,,,1076.0,,,,,
1428,220,8,,,,,,,,,,,,,,,1076.0,,,,,
1429,220,8,,,,,,,,,,,,,,,1076.0,,,,,
1430,222,8,,,,,,,,,,,,,,,1076.0,,,,,
1431,222,8,,,,,,,,,,,,,,,1076.0,,,,,
1432,222,8,,,,,,,,,,,,,,,1076.0,,,,,
1433,222,8,,,,,,,,,,,,,,,1076.0,,,,,
1434,221,8,,,,,,,,,,,,,,,1079.0,,,,,
1435,221,8,,,,,,,,,,,,,,,1079.0,,,,,
1436,221,8,,,,,,,,,,,,,,,1079.0,,,,,
1437,221,8,,,,,,,,,,,,,,,1079.0,,,,,
1438,221,8,,,,,,,,,,,,,,,1079.0,,,,,
1439,221,8,,,,,,,,,,,,,,,1079.0,,,,,
1440,223,8,,,,,,,,,,,,,,,1079.0,,,,,
1441,223,8,,,,,,,,,,,,,,,1079.0,,,,,
1442,223,8,,,,,,,,,,,,,,,1079.0,,,,,
1443,223,8,,,,,,,,,,,,,,,1079.0,,,,,
1444,223,8,,,,,,,,,,,,,,,1079.0,,,,,
1445,224,8,,,,,,,,,,,,,,,1079.0,,,,,
1446,224,8,,,,,,,,,,,,,,,1079.0,,,,,
1447,224,8,,,,,,,,,,,,,,,1079.0,,,,,
1448,224,8,,,,,,,,,,,,,,,1079.0,,,,,
1449,224,8,,,,,,,,,,,,,,,1079.0,,,,,
1450,224,8,,,,,,,,,,,,,,,1079.0,,,,,
1451,224,8,,,,,,,,,,,,,,,1079.0,,,,,
1452,225,8,,,,,,,,,,,,,,,1079.0,,,,,
1453,225,8,,,,,,,,,,,,,,,1079.0,,,,,
1454,225,8,,,,,,,,,,,,,,,1079.0,,,,,
1455,225,8,,,,,,,,,,,,,,,1079.0,,,,,
1456,226,8,,,,,,,,,,,,,,,1080.0,,,,,
1457,226,8,,,,,,,,,,,,,,,1080.0,,,,,
1458,226,8,,,,,,,,,,,,,,,1079.0,,,,,
1459,226,8,,,,,,,,,,,,,,,1079.0,,,,,
1460,227,8,,,,,,,,,,,,,,,1080.0,,,,,
1461,227,8,,,,,,,,,,,,,,,1080.0,,,,,
1462,227,8,,,,,,,,,,,,,,,1080.0,,,,,
1463,227,8,,,,,,,,,,,,,,,1080.0,,,,,
1464,227,8,,,,,,,,,,,,,,,1080.0,,,,,
1465,227,8,,,,,,,,,,,,,,,1080.0,,,,,
1466,227,8,,,,,,,,,,,,,,,1080.0,,,,,
1467,227,8,,,,,,,,,,,,,,,1080.0,,,,,
1468,227,8,,,,,,,,,,,,,,,1080.0,,,,,
1469,227,8,,,,,,,,,,,,,,,1080.0,,,,,
1470,227,8,,,,,,,,,,,,,,,1081.0,,,,,
1471,227,8,,,,,,,,,,,,,,,1081.0,,,,,
1472,228,8,,,,,,,,,,,,,,,1081.0,,,,,
1473,228,8,,,,,,,,,,,,,,,1081.0,,,,,
1474,228,8,,,,,,,,,,,,,,,1081.0,,,,,
1475,228,8,,,,,,,,,,,,,,,1080.0,,,,,
1476,228,8,,,,,,,,,,,,,,,1080.0,,,,,
1477,228,8,,,,,,,,,,,,,,,1080.0,,,,,
1478,228,8,,,,,,,,,,,,,,,1080.0,,,,,
1479,228,8,,,,,,,,,,,,,,,1080.0,,,,,
1480,229,8,,,,,,,,,,,,,,,1084.0,,,,,
1481,229,8,,,,,,,,,,,,,,,1084.0,,,,,
1482,229,8,,,,,,,,,,,,,,,1084.0,,,,,
1483,229,8,,,,,,,,,,,,,,,1084.0,,,,,
1484,229,8,,,,,,,,,,,,,,,1084.0,,,,,
1485,230,8,,,,,,,,,,,,,,,1084.0,,,,,
1486,230,8,,,,,,,,,,,,,,,1084.0,,,,,
1487,230,8,,,,,,,,,,,,,,,1084.0,,,,,
1488,230,8,,,,,,,,,,,,,,,1084.0,,,,,
1489,230,8,,,,,,,,,,,,,,,1084.0,,,,,
1490,228,10,,,,,,,,,,,,,,,1086.0,,,,,
1491,228,10,,,,,,,,,,,,,,,1086.0,,,,,
1492,228,10,,,,,,,,,,,,,,,1086.0,,,,,
1493,228,10,,,,,,,,,,,,,,,1086.0,,,,,
1494,229,10,,,,,,,,,,,,,,,1086.0,,,,,
1495,229,10,,,,,,,,,,,,,,,1085.0,,,,,
1496,229,10,,,,,,,,,,,,,,,1085.0,,,,,
1497,229,10,,,,,,,,,,,,,,,1085.0,,,,,
1498,229,10,,,,,,,,,,,,,,,1085.0,,,,,
1499,229,10,,,,,,,,,,,,,,,1085.0,,,,,
1500,229,10,,,,,,,,,,,,,,,1091.0,,,,,
1501,229,10,,,,,,,,,,,,,,,1091.0,,,,,
1502,229,10,,,,,,,,,,,,,,,1091.0,,,,,
1503,229,10,,,,,,,,,,,,,,,1091.0,,,,,
1504,229,10,,,,,,,,,,,,,,,1091.0,,,,,
1505,229,10,,,,,,,,,,,,,,,1093.0,,,,,
1506,229,10,,,,,,,,,,,,,,,1093.0,,,,,
1507,229,10,,,,,,,,,,,,,,,1093.0,,,,,
1508,229,10,,,,,,,,,,,,,,,1093.0,,,,,
1509,229,10,,,,,,,,,,,,,,,1092.0,,,,,
1510,230,10,,,,,,,,,,,,,,,1093.0,,,,,
1511,230,10,,,,,,,,,,,,,,,1093.0,,,,,
1512,230,10,,,,,,,,,,,,,,,1093.0,,,,,
1513,230,10,,,,,,,,,,,,,,,1093.0,,,,,
1514,230,10,,,,,,,,,,,,,,,1093.0,,,,,
1515,230,10,,,,,,,,,,,,,,,1093.0,,,,,
1516,230,10,,,,,,,,,,,,,,,1093.0,,,,,
1517,230,10,,,,,,,,,,,,,,,1093.0,,,,,
1518,230,10,,,,,,,,,,,,,,,1093.0,,,,,
1519,230,10,,,,,,,,,,,,,,,1093.0,,,,,
1520,232,10,,,,,,,,,,,,,,,1094.0,,,,,
1521,232,10,,,,,,,,,,,,,,,1094.0,,,,,
1522,232,10,,,,,,,,,,,,,,,1094.0,,,,,
1523,232,10,,,,,,,,,,,,,,,1094.0,,,,,
1524,232,10,,,,,,,,,,,,,,,1094.0,,,,,
1525,232,10,,,,,,,,,,,,,,,1093.0,,,,,
1526,232,10,,,,,,,,,,,,,,,1093.0,,,,,
1527,232,10,,,,,,,,,,,,,,,1093.0,,,,,
1528,231,10,,,,,,,,,,,,,,,1095.0,,,,,
1529,231,10,,,,,,,,,,,,,,,1095.0,,,,,
1530,230,10,,,,,,,,,,,,,,,1098.0,,,,,
1531,230,10,,,,,,,,,,,,,,,1098.0,,,,,
1532,230,10,,,,,,,,,,,,,,,1098.0,,,,,
1533,230,10,,,,,,,,,,,,,,,1099.0,,,,,
1534,230,10,,,,,,,,,,,,,,,1099.0,,,,,
1535,230,10,,,,,,,,,,,,,,,1099.0,,,,,
1536,230,10,,,,,,,,,,,,,,,1099.0,,,,,
1537,230,10,,,,,,,,,,,,,,,1099.0,,,,,
1538,230,10,,,,,,,,,,,,,,,1099.0,,,,,
1539,230,10,,,,,,,,,,,,,,,1100.0,,,,,
1540,230,10,,,,,,,,,,,,,,,1102.0,,,,,
1541,230,10,,,,,,,,,,,,,,,1102.0,,,,,
1542,230,10,,,,,,,,,,,,,,,1103.0,,,,,
1543,230,10,,,,,,,,,,,,,,,1102.0,,,,,
1544,231,10,,,,,,,,,,,,,,,1102.0,,,,,
1545,231,10,,,,,,,,,,,,,,,1102.0,,,,,
1546,231,10,,,,,,,,,,,,,,,1102.0,,,,,
1547,231,10,,,,,,,,,,,,,,,1102.0,,,,,
1548,232,10,,,,,,,,,,,,,,,1102.0,,,,,
1549,232,10,,,,,,,,,,,,,,,1102.0,,,,,
1550,232,10,,,,,,,,,,,,,,,1103.0,,,,,
1551,232,10,,,,,,,,,,,,,,,1103.0,,,,,
1552,232,10,,,,,,,,,,,,,,,1103.0,,,,,
1553,232,10,,,,,,,,,,,,,,,1103.0,,,,,
1554,232,10,,,,,,,,,,,,,,,1102.0,,,,,
1555,232,10,,,,,,,,,,,,,,,1102.0,,,,,
1556,232,10,,,,,,,,,,,,,,,1102.0,,,,,
1557,232,10,,,,,,,,,,,,,,,1102.0,,,,,
1558,232,10,,,,,,,,,,,,,,,1102.0,,,,,
1559,232,10,,,,,,,,,,,,,,,1102.0,,,,,
1560,231,10,,,,,,,,,,,,,,,1105.0,,,,,
1561,231,10,,,,,,,,,,,,,,,1104.0,,,,,
1562,231,10,,,,,,,,,,,,,,,1104.0,,,,,
1563,231,10,,,,,,,,,,,,,,,1104.0,,,,,
1564,231,10,,,,,,,,,,,,,,,1104.0,,,,,
1565,231,10,,,,,,,,,,,,,,,1104.0,,,,,
1566,231,10,,,,,,,,,,,,,,,1105.0,,,,,
1567,231,10,,,,,,,,,,,,,,,1105.0,,,,,
1568,231,10,,,,,,,,,,,,,,,1105.0,,,,,
1569,231,10,,,,,,,,,,,,,,,1105.0,,,,,
1570,232,10,,,,,,,,,,,,,,,1107.0,,,,,
1571,232,10,,,,,,,,,,,,,,,1107.0,,,,,
1572,232,10,,,,,,,,,,,,,,,1107.0,,,,,
1573,232,10,,,,,,,,,,,,,,,1107.0,,,,,
1574,233,10,,,,,,,,,,,,,,,1105.0,,,,,
1575,234,10,,,,,,,,,,,,,,,1105.0,,,,,
1576,234,10,,,,,,,,,,,,,,,1105.0,,,,,
1577,234,10,,,,,,,,,,,,,,,1105.0,,,,,
1578,234,10,,,,,,,,,,,,,,,1105.0,,,,,
1579,234,10,,,,,,,,,,,,,,,1105.0,,,,,
1580,234,10,,,,,,,,,,,,,,,1108.0,,,,,
1581,234,10,,,,,,,,,,,,,,,1108.0,,,,,
1582,234,10,,,,,,,,,,,,,,,1108.0,,,,,
1583,234,10,,,,,,,,,,,,,,,1108.0,,,,,
1584,234,10,,,,,,,,,,,,,,,1108.0,,,,,
1585,234,10,,,,,,,,,,,,,,,1110.0,,,,,
1586,234,10,,,,,,,,,,,,,,,1110.0,,,,,
1587,234,10,,,,,,,,,,,,,,,1110.0,,,,,
1588,234,10,,,,,,,,,,,,,,,1110.0,,,,,
1589,234,10,,,,,,,,,,,,,,,1110.0,,,,,
1590,234,10,,,,,,,,,,,,,,,1110.0,,,,,
1591,234,10,,,,,,,,,,,,,,,1110.0,,,,,
1592,234,10,,,,,,,,,,,,,,,1109.0,,,,,
1593,234,10,,,,,,,,,,,,,,,1109.0,,,,,
1594,233,10,,,,,,,,,,,,,,,1109.0,,,,,
1595,234,10,,,,,,,,,,,,,,,1109.0,,,,,
1596,235,10,,,,,,,,,,,,,,,1111.0,,,,,
1597,235,10,,,,,,,,,,,,,,,1111.0,,,,,
1598,235,10,,,,,,,,,,,,,,,1111.0,,,,,
1599,235,10,,,,,,,,,,,,,,,1111.0,,,,,
1600,235,10,,,,,,,,,,,,,,,1111.0,,,,,
1601,235,10,,,,,,,,,,,,,,,1111.0,,,,,
1602,234,10,,,,,,,,,,,,,,,1113.0,,,,,
1603,235,10,,,,,,,,,,,,,,,1113.0,,,,,
1604,235,10,,,,,,,,,,,,,,,1113.0,,,,,
1605,235,10,,,,,,,,,,,,,,,1113.0,,,,,
1606,235,10,,,,,,,,,,,,,,,1113.0,,,,,
1607,235,10,,,,,,,,,,,,,,,1113.0,,,,,
1608,235,10,,,,,,,,,,,,,,,1114.0,,,,,
1609,235,10,,,,,,,,,,,,,,,1114.0,,,,,
1610,234,10,,,,,,,,,,,,,,,1117.0,,,,,
1611,234,10,,,,,,,,,,,,,,,1117.0,,,,,
1612,234,10,,,,,,,,,,,,,,,1117.0,,,,,
1613,234,10,,,,,,,,,,,,,,,1116.0,,,,,
1614,234,10,,,,,,,,,,,,,,,1116.0,,,,,
1615,234,10,,,,,,,,,,,,,,,1116.0,,,,,
1616,234,10,,,,,,,,,,,,,,,1116.0,,,,,
1617,234,10,,,,,,,,,,,,,,,1116.0,,,,,
1618,234,10,,,,,,,,,,,,,,,1116.0,,,,,
1619,234,10,,,,,,,,,,,,,,,1116.0,,,,,
1620,235,10,,,,,,,,,,,,,,,1116.0,,,,,
1621,235,10,,,,,,,,,,,,,,,1116.0,,,,,
1622,235,10,,,,,,,,,,,,,,,1116.0,,,,,
1623,235,10,,,,,,,,,,,,,,,1115.0,,,,,
1624,233,10,,,,,,,,,,,,,,,1118.0,,,,,
1625,234,10,,,,,,,,,,,,,,,1118.0,,,,,
1626,234,10,,,,,,,,,,,,,,,1118.0,,,,,
1627,234,10,,,,,,,,,,,,,,,1117.0,,,,,
1628,234,10,,,,,,,,,,,,,,,1117.0,,,,,
1629,234,10,,,,,,,,,,,,,,,1117.0,,,,,
1630,236,10,,,,,,,,,,,,,,,1117.0,,,,,
1631,236,10,,,,,,,,,,,,,,,1117.0,,,,,
1632,236,10,,,,,,,,,,,,,,,1117.0,,,,,
1633,236,10,,,,,,,,,,,,,,,1117.0,,,,,
1634,236,10,,,,,,,,,,,,,,,1117.0,,,,,
1635,236,10,,,,,,,,,,,,,,,1117.0,,,,,
1636,236,10,,,,,,,,,,,,,,,1117.0,,,,,
1637,236,10,,,,,,,,,,,,,,,1117.0,,,,,
1638,236,10,,,,,,,,,,,,,,,1117.0,,,,,
1639,236,10,,,,,,,,,,,,,,,1117.0,,,,,
1640,237,10,,,,,,,,,,,,,,,1118.0,,,,,
1641,237,10,,,,,,,,,,,,,,,1118.0,,,,,
1642,237,10,,,,,,,,,,,,,,,1118.0,,,,,
1643,238,10,,,,,,,,,,,,,,,1116.0,,,,,
1644,238,10,,,,,,,,,,,,,,,1116.0,,,,,
1645,238,10,,,,,,,,,,,,,,,1116.0,,,,,
1646,238,10,,,,,,,,,,,,,,,1116.0,,,,,
1647,238,10,,,,,,,,,,,,,,,1116.0,,,,,
1648,238,10,,,,,,,,,,,,,,,1117.0,,,,,
1649,238,10,,,,,,,,,,,,,,,1117.0,,,,,
1650,238,10,,,,,,,,,,,,,,,1117.0,,,,,
1651,238,10,,,,,,,,,,,,,,,1117.0,,,,,
1652,238,10,,,,,,,,,,,,,,,1117.0,,,,,
1653,238,10,,,,,,,,,,,,,,,1117.0,,,,,
1654,238,10,,,,,,,,,,,,,,,1117.0,,,,,
1655,239,10,,,,,,,,,,,,,,,1117.0,,,,,
1656,239,10,,,,,,,,,,,,,,,1117.0,,,,,
1657,239,10,,,,,,,,,,,,,,,1117.0,,,,,
1658,239,10,,,,,,,,,,,,,,,1116.0,,,,,
1659,238,10,,,,,,,,,,,,,,,1118.0,,,,,
1660,238,10,,,,,,,,,,,,,,,1119.0,,,,,
1661,238,10,,,,,,,,,,,,,,,1119.0,,,,,
1662,238,10,,,,,,,,,,,,,,,1119.0,,,,,
1663,238,10,,,,,,,,,,,,,,,1119.0,,,,,
1664,239,10,,,,,,,,,,,,,,,1119.0,,,,,
1665,239,10,,,,,,,,,,,,,,,1119.0,,,,,
1666,239,10,,,,,,,,,,,,,,,1119.0,,,,,
1667,239,10,,,,,,,,,,,,,,,1119.0,,,,,
1668,238,10,,,,,,,,,,,,,,,1123.0,,,,,
1669,238,10,,,,,,,,,,,,,,,1123.0,,,,,
1670,238,10,,,,,,,,,,,,,,,1124.0,,,,,
1671,238,10,,,,,,,,,,,,,,,1124.0,,,,,
1672,238,10,,,,,,,,,,,,,,,1124.0,,,,,
1673,238,10,,,,,,,,,,,,,,,1124.0,,,,,
1674,239,10,,,,,,,,,,,,,,,1124.0,,,,,
1675,239,10,,,,,,,,,,,,,,,1124.0,,,,,
1676,239,10,,,,,,,,,,,,,,,1124.0,,,,,
1677,239,10,,,,,,,,,,,,,,,1124.0,,,,,
1678,239,10,,,,,,,,,,,,,,,1124.0,,,,,
1679,239,10,,,,,,,,,,,,,,,1124.0,,,,,
1680,238,10,,,,,,,,,,,,,,,1126.0,,,,,
1681,238,10,,,,,,,,,,,,,,,1126.0,,,,,
1682,238,10,,,,,,,,,,,,,,,1126.0,,,,,
1683,238,10,,,,,,,,,,,,,,,1127.0,,,,,
1684,239,10,,,,,,,,,,,,,,,1125.0,,,,,
1685,239,10,,,,,,,,,,,,,,,1125.0,,,,,
1686,239,10,,,,,,,,,,,,,,,1125.0,,,,,
1687,239,10,,,,,,,,,,,,,,,1125.0,,,,,
1688,240,10,,,,,,,,,,,,,,,1125.0,,,,,
1689,240,10,,,,,,,,,,,,,,,1125.0,,,,,
1690,240,10,,,,,,,,,,,,,,,1125.0,,,,,
1691,240,10,,,,,,,,,,,,,,,1125.0,,,,,
1692,240,10,,,,,,,,,,,,,,,,1125.0,,,,
1693,240,10,,,,,,,,,,,,,,,,1125.0,,,,
1694,240,10,,,,,,,,,,,,,,,,1126.0,,,,
1695,241,10,,,,,,,,,,,,,,,,1126.0,,,,
1696,241,10,,,,,,,,,,,,,,,,1126.0,,,,
1697,241,10,,,,,,,,,,,,,,,,1126.0,,,,
1698,241,10,,,,,,,,,,,,,,,,1125.0,,,,
1699,241,10,,,,,,,,,,,,,,,,1125.0,,,,
1700,241,10,,,,,,,,,,,,,,,,1126.0,,,,
1701,242,10,,,,,,,,,,,,,,,,1126.0,,,,
1702,242,10,,,,,,,,,,,,,,,,1126.0,,,,
1703,242,10,,,,,,,,,,,,,,,,1126.0,,,,
1704,242,10,,,,,,,,,,,,,,,,1127.0,,,,
1705,242,10,,,,,,,,,,,,,,,,1127.0,,,,
1706,242,10,,,,,,,,,,,,,,,,1127.0,,,,
1707,242,10,,,,,,,,,,,,,,,,1127.0,,,,
1708,242,10,,,,,,,,,,,,,,,,1127.0,,,,
1709,242,10,,,,,,,,,,,,,,,,1127.0,,,,
1710,242,10,,,,,,,,,,,,,,,,1130.0,,,,
1711,242,10,,,,,,,,,,,,,,,,1130.0,,,,
1712,242,10,,,,,,,,,,,,,,,,1130.0,,,,
1713,242,10,,,,,,,,,,,,,,,,1130.0,,,,
1714,242,10,,,,,,,,,,,,,,,,1130.0,,,,
1715,242,10,,,,,,,,,,,,,,,,1130.0,,,,
1716,242,10,,,,,,,,,,,,,,,,1129.0,,,,
1717,242,10,,,,,,,,,,,,,,,,1129.0,,,,
1718,242,10,,,,,,,,,,,,,,,,1129.0,,,,
1719,242,10,,,,,,,,,,,,,,,,1130.0,,,,
1720,243,10,,,,,,,,,,,,,,,,1136.0,,,,
1721,243,10,,,,,,,,,,,,,,,,1136.0,,,,
1722,243,10,,,,,,,,,,,,,,,,1136.0,,,,
1723,243,10,,,,,,,,,,,,,,,,1136.0,,,,
1724,243,10,,,,,,,,,,,,,,,,1136.0,,,,
1725,243,10,,,,,,,,,,,,,,,,1136.0,,,,
1726,243,10,,,,,,,,,,,,,,,,1136.0,,,,
1727,243,10,,,,,,,,,,,,,,,,1136.0,,,,
1728,243,10,,,,,,,,,,,,,,,,1144.0,,,,
1729,243,10,,,,,,,,,,,,,,,,1143.0,,,,
1730,243,10,,,,,,,,,,,,,,,,1143.0,,,,
1731,243,10,,,,,,,,,,,,,,,,1143.0,,,,
1732,243,10,,,,,,,,,,,,,,,,1143.0,,,,
1733,243,10,,,,,,,,,,,,,,,,1143.0,,,,
1734,243,10,,,,,,,,,,,,,,,,1144.0,,,,
1735,243,10,,,,,,,,,,,,,,,,1144.0,,,,
1736,243,10,,,,,,,,,,,,,,,,1144.0,,,,
1737,243,10,,,,,,,,,,,,,,,,1147.0,,,,
1738,243,10,,,,,,,,,,,,,,,,1147.0,,,,
1739,243,10,,,,,,,,,,,,,,,,1147.0,,,,
1740,243,10,,,,,,,,,,,,,,,,1148.0,,,,
1741,243,10,,,,,,,,,,,,,,,,1148.0,,,,
1742,243,10,,,,,,,,,,,,,,,,1148.0,,,,
1743,243,10,,,,,,,,,,,,,,,,1148.0,,,,
1744,243,10,,,,,,,,,,,,,,,,1148.0,,,,
1745,243,10,,,,,,,,,,,,,,,,1149.0,,,,
1746,244,10,,,,,,,,,,,,,,,,1149.0,,,,
1747,244,10,,,,,,,,,,,,,,,,1149.0,,,,
1748,244,10,,,,,,,,,,,,,,,,1148.0,,,,
1749,244,10,,,,,,,,,,,,,,,,1148.0,,,,
1750,244,10,,,,,,,,,,,,,,,,1150.0,,,,
1751,244,10,,,,,,,,,,,,,,,,1150.0,,,,
1752,244,10,,,,,,,,,,,,,,,,1151.0,,,,
1753,244,10,,,,,,,,,,,,,,,,1151.0,,,,
1754,244,10,,,,,,,,,,,,,,,,1151.0,,,,
1755,244,10,,,,,,,,,,,,,,,,1153.0,,,,
1756,244,10,,,,,,,,,,,,,,,,1153.0,,,,
1757,245,10,,,,,,,,,,,,,,,,1153.0,,,,
1758,245,10,,,,,,,,,,,,,,,,1155.0,,,,
1759,245,10,,,,,,,,,,,,,,,,1155.0,,,,
1760,245,10,,,,,,,,,,,,,,,,1156.0,,,,
1761,245,10,,,,,,,,,,,,,,,,1156.0,,,,
1762,245,10,,,,,,,,,,,,,,,,1156.0,,,,
1763,245,10,,,,,,,,,,,,,,,,1156.0,,,,
1764,244,10,,,,,,,,,,,,,,,,1165.0,,,,
1765,245,10,,,,,,,,,,,,,,,,1166.0,,,,
1766,245,10,,,,,,,,,,,,,,,,1166.0,,,,
1767,245,10,,,,,,,,,,,,,,,,1165.0,,,,
1768,245,10,,,,,,,,,,,,,,,,1165.0,,,,
1769,245,10,,,,,,,,,,,,,,,,1165.0,,,,
1770,246,10,,,,,,,,,,,,,,,,1168.0,,,,
1771,247,10,,,,,,,,,,,,,,,,1170.0,,,,
1772,247,10,,,,,,,,,,,,,,,,1170.0,,,,
1773,247,10,,,,,,,,,,,,,,,,1171.0,,,,
1774,247,10,,,,,,,,,,,,,,,,1171.0,,,,
1775,247,10,,,,,,,,,,,,,,,,1171.0,,,,
1776,246,10,,,,,,,,,,,,,,,,1173.0,,,,
1777,246,10,,,,,,,,,,,,,,,,1173.0,,,,
1778,246,10,,,,,,,,,,,,,,,,1173.0,,,,
1779,246,10,,,,,,,,,,,,,,,,1173.0,,,,
1780,246,10,,,,,,,,,,,,,,,,1174.0,,,,
1781,246,10,,,,,,,,,,,,,,,,1174.0,,,,
1782,248,10,,,,,,,,,,,,,,,,1173.0,,,,
1783,248,10,,,,,,,,,,,,,,,,1173.0,,,,
1784,249,10,,,,,,,,,,,,,,,,1173.0,,,,
1785,249,10,,,,,,,,,,,,,,,,1173.0,,,,
1786,249,10,,,,,,,,,,,,,,,,1173.0,,,,
1787,249,10,,,,,,,,,,,,,,,,1173.0,,,,
1788,249,10,,,,,,,,,,,,,,,,1173.0,,,,
1789,249,10,,,,,,,,,,,,,,,,1173.0,,,,
1790,249,10,,,,,,,,,,,,,,,,1173.0,,,,
1791,250,10,,,,,,,,,,,,,,,,1175.0,,,,
1792,250,10,,,,,,,,,,,,,,,,1177.0,,,,
1793,250,10,,,,,,,,,,,,,,,,1177.0,,,,
1794,250,10,,,,,,,,,,,,,,,,1177.0,,,,
1795,250,10,,,,,,,,,,,,,,,,1177.0,,,,
1796,250,10,,,,,,,,,,,,,,,,1177.0,,,,
1797,250,10,,,,,,,,,,,,,,,,1177.0,,,,
1798,250,10,,,,,,,,,,,,,,,,1177.0,,,,
1799,250,10,,,,,,,,,,,,,,,,1177.0,,,,
1800,245,10,,,,,,,,,,,,,,,,1187.0,,,,
1801,245,10,,,,,,,,,,,,,,,,1187.0,,,,
1802,245,10,,,,,,,,,,,,,,,,1187.0,,,,
1803,245,10,,,,,,,,,,,,,,,,1187.0,,,,
1804,245,10,,,,,,,,,,,,,,,,1187.0,,,,
1805,245,10,,,,,,,,,,,,,,,,1187.0,,,,
1806,248,10,,,,,,,,,,,,,,,,1187.0,,,,
1807,248,10,,,,,,,,,,,,,,,,1187.0,,,,
1808,249,10,,,,,,,,,,,,,,,,1187.0,,,,
1809,249,10,,,,,,,,,,,,,,,,1190.0,,,,
1810,249,10,,,,,,,,,,,,,,,,1190.0,,,,
1811,249,10,,,,,,,,,,,,,,,,1190.0,,,,
1812,250,10,,,,,,,,,,,,,,,,1190.0,,,,
1813,250,10,,,,,,,,,,,,,,,,1190.0,,,,
1814,250,10,,,,,,,,,,,,,,,,1190.0,,,,
1815,250,10,,,,,,,,,,,,,,,,1190.0,,,,
1816,251,10,,,,,,,,,,,,,,,,1189.0,,,,
1817,251,10,,,,,,,,,,,,,,,,1189.0,,,,
1818,251,10,,,,,,,,,,,,,,,,1189.0,,,,
1819,251,10,,,,,,,,,,,,,,,,1189.0,,,,
1820,252,10,,,,,,,,,,,,,,,,1192.0,,,,
1821,252,10,,,,,,,,,,,,,,,,1192.0,,,,
1822,252,10,,,,,,,,,,,,,,,,1192.0,,,,
1823,252,10,,,,,,,,,,,,,,,,1192.0,,,,
1824,252,10,,,,,,,,,,,,,,,,1192.0,,,,
1825,252,10,,,,,,,,,,,,,,,,1192.0,,,,
1826,252,10,,,,,,,,,,,,,,,,1192.0,,,,
1827,254,10,,,,,,,,,,,,,,,,1190.0,,,,
1828,254,10,,,,,,,,,,,,,,,,1190.0,,,,
1829,254,10,,,,,,,,,,,,,,,,1190.0,,,,
1830,254,10,,,,,,,,,,,,,,,,1192.0,,,,
1831,254,10,,,,,,,,,,,,,,,,1192.0,,,,
1832,255,10,,,,,,,,,,,,,,,,1192.0,,,,
1833,255,10,,,,,,,,,,,,,,,,1192.0,,,,
1834,255,10,,,,,,,,,,,,,,,,1192.0,,,,
1835,255,10,,,,,,,,,,,,,,,,1192.0,,,,
1836,255,10,,,,,,,,,,,,,,,,1192.0,,,,
1837,255,10,,,,,,,,,,,,,,,,1192.0,,,,
1838,255,10,,,,,,,,,,,,,,,,1192.0,,,,
1839,255,10,,,,,,,,,,,,,,,,1192.0,,,,
1840,254,10,,,,,,,,,,,,,,,,1194.0,,,,
1841,254,10,,,,,,,,,,,,,,,,1194.0,,,,
1842,255,10,,,,,,,,,,,,,,,,1195.0,,,,
1843,255,10,,,,,,,,,,,,,,,,1195.0,,,,
1844,255,10,,,,,,,,,,,,,,,,1195.0,,,,
1845,255,10,,,,,,,,,,,,,,,,1196.0,,,,
1846,255,10,,,,,,,,,,,,,,,,1196.0,,,,
1847,255,10,,,,,,,,,,,,,,,,1196.0,,,,
1848,250,10,,,,,,,,,,,,,,,,1204.0,,,,
1849,250,10,,,,,,,,,,,,,,,,1204.0,,,,
1850,250,10,,,,,,,,,,,,,,,,1204.0,,,,
1851,250,10,,,,,,,,,,,,,,,,1204.0,,,,
1852,250,10,,,,,,,,,,,,,,,,1204.0,,,,
1853,250,10,,,,,,,,,,,,,,,,1204.0,,,,
1854,251,10,,,,,,,,,,,,,,,,1204.0,,,,
1855,251,10,,,,,,,,,,,,,,,,1204.0,,,,
1856,251,10,,,,,,,,,,,,,,,,1204.0,,,,
1857,251,10,,,,,,,,,,,,,,,,1204.0,,,,
1858,251,10,,,,,,,,,,,,,,,,1204.0,,,,
1859,251,10,,,,,,,,,,,,,,,,1204.0,,,,
1860,251,10,,,,,,,,,,,,,,,,1207.0,,,,
1861,251,10,,,,,,,,,,,,,,,,1207.0,,,,
1862,251,10,,,,,,,,,,,,,,,,1207.0,,,,
1863,251,10,,,,,,,,,,,,,,,,1207.0,,,,
1864,251,10,,,,,,,,,,,,,,,,1206.0,,,,
1865,251,10,,,,,,,,,,,,,,,,1206.0,,,,
1866,251,10,,,,,,,,,,,,,,,,1207.0,,,,
1867,251,10,,,,,,,,,,,,,,,,1207.0,,,,
1868,251,10,,,,,,,,,,,,,,,,1207.0,,,,
1869,251,10,,,,,,,,,,,,,,,,1208.0,,,,
1870,251,10,,,,,,,,,,,,,,,,1209.0,,,,
1871,251,10,,,,,,,,,,,,,,,,1209.0,,,,
1872,252,10,,,,,,,,,,,,,,,,1210.0,,,,
1873,252,10,,,,,,,,,,,,,,,,1210.0,,,,
